train_start,train_end,test_start,test_end,train_timestamps,test_timestamps,train_rows,test_rows
2026-07-02 21:54:21+00:00,2026-07-07 17:32:11+00:00,2026-07-07 18:32:12+00:00,2026-07-10 03:42:22+00:00,70,30,11592,4452
