currency,scheme,method,rmse_vol_points
ETH,row_random,cell_mean,0.8952024726384419
ETH,row_random,row_mean,0.8952024726384419
ETH,row_random,quadratic_smile,0.8952024726384419
ETH,row_random,previous_surface,0.21503855113101153
ETH,row_random,cell_mean,1.1118428424052342
ETH,row_random,row_mean,1.1118428424052342
ETH,row_random,quadratic_smile,1.1118428424052342
ETH,row_random,previous_surface,0.7601162859618162
ETH,row_random,cell_mean,0.3595406456992013
ETH,row_random,row_mean,0.3595406456992013
ETH,row_random,quadratic_smile,0.3595406456992013
ETH,row_random,previous_surface,0.16061281288490986
ETH,long_tenor,cell_mean,0.1654895818470563
ETH,long_tenor,row_mean,0.1654895818470563
ETH,long_tenor,quadratic_smile,0.1654895818470563
ETH,long_tenor,previous_surface,0.11638106893810686
ETH,long_tenor,cell_mean,0.11778581379230531
ETH,long_tenor,row_mean,0.11778581379230531
ETH,long_tenor,quadratic_smile,0.11778581379230531
ETH,long_tenor,previous_surface,0.08661883169413029
ETH,long_tenor,cell_mean,0.08605336780754562
ETH,long_tenor,row_mean,0.08605336780754562
ETH,long_tenor,quadratic_smile,0.08605336780754562
ETH,long_tenor,previous_surface,0.07981718059105863
ETH,long_tenor,cell_mean,0.22217719457337004
ETH,long_tenor,row_mean,0.22217719457337004
ETH,long_tenor,quadratic_smile,0.22217719457337004
ETH,long_tenor,previous_surface,0.210954678858419
ETH,long_tenor,cell_mean,0.24707104393264676
ETH,long_tenor,row_mean,0.24707104393264676
ETH,long_tenor,quadratic_smile,0.24707104393264676
ETH,long_tenor,previous_surface,0.09910345520537894
ETH,long_tenor,cell_mean,0.16344964127799871
ETH,long_tenor,row_mean,0.16344964127799871
ETH,long_tenor,quadratic_smile,0.16344964127799871
ETH,long_tenor,previous_surface,0.09327253461971259
ETH,long_tenor,cell_mean,0.24853988829024778
ETH,long_tenor,row_mean,0.24853988829024778
ETH,long_tenor,quadratic_smile,0.24853988829024778
ETH,long_tenor,previous_surface,0.10527801469884743
ETH,long_tenor,cell_mean,0.25377432818681706
ETH,long_tenor,row_mean,0.25377432818681706
ETH,long_tenor,quadratic_smile,0.25377432818681706
ETH,long_tenor,previous_surface,0.030460411334871266
ETH,long_tenor,cell_mean,0.333746895269098
ETH,long_tenor,row_mean,0.333746895269098
ETH,long_tenor,quadratic_smile,0.333746895269098
ETH,long_tenor,previous_surface,0.09069762538887677
ETH,long_tenor,cell_mean,0.42893607593611305
ETH,long_tenor,row_mean,0.42893607593611305
ETH,long_tenor,quadratic_smile,0.42893607593611305
ETH,long_tenor,previous_surface,0.1092158901585919
ETH,long_tenor,cell_mean,0.34534472638546626
ETH,long_tenor,row_mean,0.34534472638546626
ETH,long_tenor,quadratic_smile,0.34534472638546626
ETH,long_tenor,previous_surface,0.11430898695014184
ETH,col_random,cell_mean,1.9279571763830126
ETH,col_random,row_mean,9.616684535467822
ETH,col_random,quadratic_smile,2.533121839606211
ETH,col_random,previous_surface,0.7129143456900324
ETH,col_random,cell_mean,0.8437446036830354
ETH,col_random,row_mean,2.680713133348053
ETH,col_random,quadratic_smile,0.8777891802969041
ETH,col_random,previous_surface,0.3394701153609786
ETH,col_random,cell_mean,0.6154241380227939
ETH,col_random,row_mean,2.9250718342712343
ETH,col_random,quadratic_smile,0.8081289045909126
ETH,col_random,previous_surface,0.2390975248250699
ETH,col_random,cell_mean,0.20005157939897733
ETH,col_random,row_mean,3.055208852280079
ETH,col_random,quadratic_smile,0.8356102988231981
ETH,col_random,previous_surface,0.5341408513626842
ETH,col_random,cell_mean,0.23638953745860952
ETH,col_random,row_mean,2.913426535124395
ETH,col_random,quadratic_smile,0.8646694414879034
ETH,col_random,previous_surface,0.05670084943564048
ETH,col_random,cell_mean,0.33614386295123844
ETH,col_random,row_mean,2.999021984726919
ETH,col_random,quadratic_smile,0.1979855951234121
ETH,col_random,previous_surface,0.07483042534085488
ETH,col_random,cell_mean,0.6863201797292902
ETH,col_random,row_mean,2.7634680103588836
ETH,col_random,quadratic_smile,2.23493081251935
ETH,col_random,previous_surface,0.21564562923393588
ETH,col_random,cell_mean,0.18234824185679765
ETH,col_random,row_mean,2.93141289209734
ETH,col_random,quadratic_smile,0.9270377674737691
ETH,col_random,previous_surface,0.04678608442194075
ETH,col_random,cell_mean,0.41842828767244683
ETH,col_random,row_mean,3.0948499703188097
ETH,col_random,quadratic_smile,0.10913793834133592
ETH,col_random,previous_surface,0.05960003373966866
ETH,col_random,cell_mean,0.6234222942447066
ETH,col_random,row_mean,3.145452141164516
ETH,col_random,quadratic_smile,0.13780462185380551
ETH,col_random,previous_surface,0.21826738274829155
