currency,timestamp_raw,timestamp_utc,tenor,delta,market_iv,model_iv,residual,market_iv_vol_points,model_iv_vol_points,residual_vol_points,anomaly_score_vol_points,horizon_hours,future_timestamp_utc,actual_gap_hours,future_market_iv,future_market_iv_vol_points,future_iv_change,future_iv_change_vol_points
ETH,20260706_123242,2026-07-06 12:32:42+00:00,180.0,0.1,0.5559814408756404,0.554111897945404,0.0018695429302363,55.59814408756404,55.411190032958984,0.1869542930236334,0.1613813870878523,3,2026-07-06 15:32:44+00:00,3.0005555555555556,0.5555975315452019,55.55975315452019,-0.0003839093304385255,-0.038390933043849884
ETH,20260706_133243,2026-07-06 13:32:43+00:00,180.0,0.1,0.5560068557534685,0.5549955368041992,0.0010113189492693,55.60068557534685,55.49955368041992,0.1011318949269313,0.2244886163592085,3,2026-07-06 16:32:45+00:00,3.0005555555555556,0.555561228492225,55.5561228492225,-0.0004456272612435308,-0.04456272612435441
ETH,20260706_143244,2026-07-06 14:32:44+00:00,180.0,0.1,0.556157508284108,0.5561032295227051,5.42787614029594e-05,55.6157508284108,55.610321044921875,0.0054278761402959,0.1430928676413021,3,2026-07-06 17:34:05+00:00,3.0225,0.5571295163483031,55.71295163483031,0.0009720080641950624,0.09720080641950801
ETH,20260706_153244,2026-07-06 15:32:44+00:00,180.0,0.1,0.5555975315452019,0.5560131669044495,-0.0004156353592476,55.55975315452019,55.601318359375,-0.0415635359247601,0.1796711099076339,3,2026-07-06 18:34:06+00:00,3.022777777777778,0.5554322706182004,55.54322706182005,-0.00016526092700142048,-0.016526092700139827
ETH,20260706_163245,2026-07-06 16:32:45+00:00,180.0,0.1,0.555561228492225,0.5558964014053345,-0.0003351729131094,55.5561228492225,55.58964157104492,-0.0335172913109471,0.0989323050461647,3,2026-07-06 19:34:07+00:00,3.022777777777778,0.5559216333486958,55.59216333486958,0.00036040485647081955,0.03604048564708506
ETH,20260706_173405,2026-07-06 17:34:05+00:00,180.0,0.1,0.5571295163483031,0.5559951663017273,0.0011343500465758,55.71295163483031,55.599517822265625,0.1134350046575805,0.0978437477335924,3,2026-07-06 20:34:08+00:00,3.0008333333333335,0.555678071213136,55.56780712131359,-0.001451445135167151,-0.1451445135167191
ETH,20260706_183406,2026-07-06 18:34:06+00:00,180.0,0.1,0.5554322706182004,0.5559058785438538,-0.0004736079256533,55.54322706182005,55.5905876159668,-0.0473607925653318,0.0832195230854055,3,2026-07-06 21:34:08+00:00,3.0005555555555556,0.5540597137107436,55.40597137107436,-0.0013725569074568567,-0.13725569074568966
ETH,20260706_213408,2026-07-06 21:34:08+00:00,180.0,0.1,0.5540597137107436,0.5552225708961487,-0.001162857185405,55.40597137107436,55.52225875854492,-0.1162857185405097,0.1207022236336226,3,2026-07-07 00:35:25+00:00,3.0213888888888887,0.5540567987805017,55.40567987805017,-2.9149302418485235e-06,-0.0002914930241857405
ETH,20260707_003525,2026-07-07 00:35:25+00:00,180.0,0.1,0.5540567987805017,0.5558693408966064,-0.0018125421161047,55.40567987805017,55.58693313598633,-0.1812542116104709,0.1989077045447529,3,2026-07-07 03:55:45+00:00,3.338888888888889,0.5556198048522819,55.56198048522819,0.0015630060717801708,0.15630060717801797
ETH,20260707_015415,2026-07-07 01:54:15+00:00,180.0,0.1,0.5556027590333888,0.5559769868850708,-0.0003742278516819,55.56027590333888,55.59769821166992,-0.0374227851681951,0.2159887181823137,3,2026-07-07 04:55:46+00:00,3.0252777777777777,0.5555691228932081,55.55691228932081,-3.363614018070393e-05,-0.0033636140180703933
ETH,20260707_015516,2026-07-07 01:55:16+00:00,180.0,0.1,0.5555766338231752,0.5559543371200562,-0.0003777032968809,55.55766338231752,55.59543228149414,-0.0377703296880915,0.2224931981895926,3,2026-07-07 04:55:46+00:00,3.0083333333333333,0.5555691228932081,55.55691228932081,-7.510929967091684e-06,-0.0007510929967082802
ETH,20260707_025545,2026-07-07 02:55:45+00:00,180.0,0.1,0.555270898965821,0.5570273399353027,-0.0017564409694816,55.527089896582105,55.702735900878906,-0.1756440969481687,0.1678306434919497,3,2026-07-07 05:58:48+00:00,3.0508333333333333,0.5553804148017005,55.53804148017005,0.00010951583587948122,0.010951583587946345
ETH,20260708_003333,2026-07-08 00:33:33+00:00,180.0,0.1,0.5561967889430615,0.5555559396743774,0.000640849268684,55.61967889430615,55.55559539794922,0.0640849268684018,0.30375352993661,3,2026-07-08 03:43:59+00:00,3.173888888888889,0.5578813789113761,55.78813789113761,0.0016845899683146648,0.16845899683146115
ETH,20260708_014358,2026-07-08 01:43:58+00:00,180.0,0.1,0.5560051448880503,0.5565863847732544,-0.000581239885204,55.60051448880503,55.65863800048828,-0.0581239885204087,0.2724708216153277,3,2026-07-08 04:44:00+00:00,3.0005555555555556,0.5572107411135223,55.72107411135223,0.0012055962254720054,0.12055962254719788
