currency,horizon_hours,tenor,delta,alpha,beta_on_residual,beta_t_stat,r2,n
BTC,24,14.0,0.3,-0.20907304801725862,-1.5523327028879184,-1.5472690047149362,0.06402200150217607,37
BTC,24,14.0,0.5,-0.10704944896356026,-0.41439786827134495,-0.488552533976736,0.006773339813437862,37
BTC,24,14.0,0.7,-0.07078733746241157,-0.455038887088521,-0.4205802981082224,0.005028522938899216,37
BTC,24,14.0,0.8,0.07200911956047186,0.8811800087725881,0.7957071425884252,0.01776856268141558,37
BTC,24,14.0,0.9,0.01108894718244748,0.8736171174677612,0.7962167567940444,0.017790924831430188,37
BTC,24,30.0,0.1,-0.15427737820615095,-0.19560266951339458,-0.2912418311935752,0.002417621064466746,37
BTC,24,30.0,0.2,-0.14806032786002812,0.17279840773646735,0.21052217852969937,0.0012646725111051804,37
BTC,24,30.0,0.3,-0.19369294112744637,0.04541884836928714,0.04732579366491024,6.398821227548979e-05,37
BTC,24,30.0,0.5,-0.20628817251245635,0.11473326522035387,0.13718796567921945,0.0005374406572838941,37
BTC,24,30.0,0.7,-0.1758640898322942,-0.20621846792986953,-0.21085870252757077,0.001268713818532441,37
BTC,24,30.0,0.8,-0.12584186176811438,0.16448489156327029,0.20137965715379894,0.001157338054239454,37
BTC,24,30.0,0.9,-0.07170254536104052,0.7285436383229814,0.7304118187467533,0.015014040372337778,37
BTC,24,60.0,0.1,0.0015179168357339129,0.7587839218265483,0.8120905636093069,0.01849412494303304,37
BTC,24,60.0,0.2,-0.11813220318671534,-0.8917739483855207,-0.9336745622032665,0.02430180384669789,37
BTC,24,60.0,0.3,-0.12128826151322734,0.22549369284026236,0.2345314777773205,0.0015691058679446757,37
BTC,24,60.0,0.5,-0.2174270218318025,-1.1168062636830944,-1.2668718325499555,0.04384553498210786,37
BTC,24,60.0,0.7,-0.25399325019965674,-1.120263701470896,-1.397127771739002,0.052824415621251064,37
BTC,24,60.0,0.8,-0.3048180486452022,-1.601982416373007,-1.9658352721628458,0.09943540995632183,37
BTC,24,60.0,0.9,-0.11795764376909619,-1.5486327268595763,-1.6528539846981292,0.07240357339280268,37
BTC,24,90.0,0.1,-0.004378648995802159,-0.8321032720312429,-1.3669203917859898,0.050679382374264614,37
BTC,24,90.0,0.2,0.0014726622589704436,-0.28880887855601106,-0.4119821151881999,0.004826004259645522,37
BTC,24,90.0,0.3,-0.03764614908895815,0.40042002018136125,0.4909214653867697,0.00683873495666365,37
BTC,24,90.0,0.5,-0.12377393076983703,1.7974284311956907,1.9866204447177767,0.1013350236240308,37
BTC,24,90.0,0.7,-0.1260785641320386,-0.6922721852431156,-0.6637423375961929,0.01243078457735547,37
BTC,24,90.0,0.8,-0.17442190239534827,1.1709764321558553,1.074269014696377,0.03192045679358835,37
BTC,24,90.0,0.9,-0.02886972333944715,1.0196689864432469,1.1381439997364171,0.035689722991513295,37
BTC,24,120.0,0.1,0.0634117674470406,-0.04326838698065967,-0.0576635219352269,9.499331147011514e-05,37
BTC,24,120.0,0.2,0.04412617931847312,1.0545526320040974,1.0581506905345155,0.030999244580256824,37
BTC,24,120.0,0.3,-0.0029828967362462385,0.7218404564426688,0.7750737747556511,0.016874350566189134,37
BTC,24,120.0,0.5,-0.05315560637208116,3.405593412234869,3.7244758296702507,0.2838394095273167,37
BTC,24,120.0,0.7,-0.08808992037401525,2.103309104173093,1.405405836978978,0.053418707836645374,37
BTC,24,120.0,0.8,-0.1123187861464015,3.1610683610529455,2.1620014991776135,0.11781572242969951,37
BTC,24,120.0,0.9,0.013340945001180524,1.4209090391220316,1.7505027330911094,0.08050228306463392,37
BTC,24,180.0,0.1,0.05070745204905188,-0.15125354080976283,-0.23518020532163453,0.0015777846324205314,37
BTC,24,180.0,0.2,0.04838137389948939,0.16835072464493434,0.23121938680861687,0.0015251675916834184,37
