expiry,actual_tenor,target_delta,iv,currency,snapshot_timestamp_utc
2026-07-06 00:00:00+00:00,1.262367283715278,0.1,0.299867246387212,BTC,20260704_174211
2026-07-06 00:00:00+00:00,1.262367283715278,0.2,0.2862163004226944,BTC,20260704_174211
2026-07-06 00:00:00+00:00,1.262367283715278,0.3,0.28031138146799994,BTC,20260704_174211
2026-07-06 00:00:00+00:00,1.262367283715278,0.5,0.27463636600931596,BTC,20260704_174211
2026-07-06 00:00:00+00:00,1.262367283715278,0.7,0.27357375853487265,BTC,20260704_174211
2026-07-06 00:00:00+00:00,1.262367283715278,0.8,0.27615593982014486,BTC,20260704_174211
2026-07-06 00:00:00+00:00,1.262367283715278,0.9,0.28310677355716934,BTC,20260704_174211
2026-07-07 00:00:00+00:00,2.2623672837152777,0.1,0.31490764880961536,BTC,20260704_174211
2026-07-07 00:00:00+00:00,2.2623672837152777,0.2,0.3107276685233799,BTC,20260704_174211
2026-07-07 00:00:00+00:00,2.2623672837152777,0.3,0.3130176010384111,BTC,20260704_174211
2026-07-07 00:00:00+00:00,2.2623672837152777,0.5,0.31942198900691116,BTC,20260704_174211
2026-07-07 00:00:00+00:00,2.2623672837152777,0.7,0.33303950171081664,BTC,20260704_174211
2026-07-07 00:00:00+00:00,2.2623672837152777,0.8,0.34998810031809974,BTC,20260704_174211
2026-07-07 00:00:00+00:00,2.2623672837152777,0.9,0.370685296392905,BTC,20260704_174211
2026-07-08 00:00:00+00:00,3.2623672837152777,0.1,0.3280789233042385,BTC,20260704_174211
2026-07-08 00:00:00+00:00,3.2623672837152777,0.2,0.32710285743415274,BTC,20260704_174211
2026-07-08 00:00:00+00:00,3.2623672837152777,0.3,0.32943960823189483,BTC,20260704_174211
2026-07-08 00:00:00+00:00,3.2623672837152777,0.5,0.33665058015602556,BTC,20260704_174211
2026-07-08 00:00:00+00:00,3.2623672837152777,0.7,0.35116891808547074,BTC,20260704_174211
2026-07-08 00:00:00+00:00,3.2623672837152777,0.8,0.364907410368437,BTC,20260704_174211
2026-07-08 00:00:00+00:00,3.2623672837152777,0.9,0.3869737642883191,BTC,20260704_174211
2026-07-10 00:00:00+00:00,5.262367283715277,0.1,0.33741968263761374,BTC,20260704_174211
2026-07-10 00:00:00+00:00,5.262367283715277,0.2,0.33706810854199215,BTC,20260704_174211
2026-07-10 00:00:00+00:00,5.262367283715277,0.3,0.33868516151918326,BTC,20260704_174211
2026-07-10 00:00:00+00:00,5.262367283715277,0.5,0.3544595781114594,BTC,20260704_174211
2026-07-10 00:00:00+00:00,5.262367283715277,0.7,0.37904697806903953,BTC,20260704_174211
2026-07-10 00:00:00+00:00,5.262367283715277,0.8,0.39673620886024624,BTC,20260704_174211
2026-07-10 00:00:00+00:00,5.262367283715277,0.9,0.4288087565403422,BTC,20260704_174211
2026-07-17 00:00:00+00:00,12.262367283715278,0.1,0.3319818122294267,BTC,20260704_174211
2026-07-17 00:00:00+00:00,12.262367283715278,0.2,0.3311606986549453,BTC,20260704_174211
2026-07-17 00:00:00+00:00,12.262367283715278,0.3,0.33416843440412847,BTC,20260704_174211
2026-07-17 00:00:00+00:00,12.262367283715278,0.5,0.35206992567011486,BTC,20260704_174211
2026-07-17 00:00:00+00:00,12.262367283715278,0.7,0.38185638386609855,BTC,20260704_174211
2026-07-17 00:00:00+00:00,12.262367283715278,0.8,0.4050488380415057,BTC,20260704_174211
2026-07-17 00:00:00+00:00,12.262367283715278,0.9,0.4450687420833358,BTC,20260704_174211
2026-07-24 00:00:00+00:00,19.262367283715278,0.1,0.33439682152497513,BTC,20260704_174211
2026-07-24 00:00:00+00:00,19.262367283715278,0.2,0.33906106595372826,BTC,20260704_174211
