expiry,actual_tenor,target_delta,iv,currency,snapshot_timestamp_utc
2026-07-07 00:00:00+00:00,0.26799226631944445,0.1,0.36075295874383884,BTC,20260706_173405
2026-07-07 00:00:00+00:00,0.26799226631944445,0.2,0.3532089546014825,BTC,20260706_173405
2026-07-07 00:00:00+00:00,0.26799226631944445,0.3,0.3473804456409813,BTC,20260706_173405
2026-07-07 00:00:00+00:00,0.26799226631944445,0.5,0.34915404659233296,BTC,20260706_173405
2026-07-07 00:00:00+00:00,0.26799226631944445,0.7,0.35231028361036454,BTC,20260706_173405
2026-07-07 00:00:00+00:00,0.26799226631944445,0.8,0.3545188385928739,BTC,20260706_173405
2026-07-07 00:00:00+00:00,0.26799226631944445,0.9,0.3611014050659907,BTC,20260706_173405
2026-07-08 00:00:00+00:00,1.2679922663194445,0.1,0.37114554751550066,BTC,20260706_173405
2026-07-08 00:00:00+00:00,1.2679922663194445,0.2,0.36019284001779706,BTC,20260706_173405
2026-07-08 00:00:00+00:00,1.2679922663194445,0.3,0.3569378925620325,BTC,20260706_173405
2026-07-08 00:00:00+00:00,1.2679922663194445,0.5,0.36167465057231807,BTC,20260706_173405
2026-07-08 00:00:00+00:00,1.2679922663194445,0.7,0.373842108482675,BTC,20260706_173405
2026-07-08 00:00:00+00:00,1.2679922663194445,0.8,0.3866095137219902,BTC,20260706_173405
2026-07-08 00:00:00+00:00,1.2679922663194445,0.9,0.4063539960228971,BTC,20260706_173405
2026-07-09 00:00:00+00:00,2.2679922663194443,0.1,0.38181384673265906,BTC,20260706_173405
2026-07-09 00:00:00+00:00,2.2679922663194443,0.2,0.3662670620545529,BTC,20260706_173405
2026-07-09 00:00:00+00:00,2.2679922663194443,0.3,0.3646939078185186,BTC,20260706_173405
2026-07-09 00:00:00+00:00,2.2679922663194443,0.5,0.3721808096177052,BTC,20260706_173405
2026-07-09 00:00:00+00:00,2.2679922663194443,0.7,0.3890925309454165,BTC,20260706_173405
2026-07-09 00:00:00+00:00,2.2679922663194443,0.8,0.40645952769659766,BTC,20260706_173405
2026-07-09 00:00:00+00:00,2.2679922663194443,0.9,0.43855273019688784,BTC,20260706_173405
2026-07-10 00:00:00+00:00,3.2679922663194447,0.1,0.3682255255543703,BTC,20260706_173405
2026-07-10 00:00:00+00:00,3.2679922663194447,0.2,0.3588821308078542,BTC,20260706_173405
2026-07-10 00:00:00+00:00,3.2679922663194447,0.3,0.36064411823029147,BTC,20260706_173405
2026-07-10 00:00:00+00:00,3.2679922663194447,0.5,0.3742241966212909,BTC,20260706_173405
2026-07-10 00:00:00+00:00,3.2679922663194447,0.7,0.3978631773454417,BTC,20260706_173405
2026-07-10 00:00:00+00:00,3.2679922663194447,0.8,0.4206151046851774,BTC,20260706_173405
2026-07-10 00:00:00+00:00,3.2679922663194447,0.9,0.45935388719460374,BTC,20260706_173405
2026-07-17 00:00:00+00:00,10.267992266319444,0.1,0.3361052921227892,BTC,20260706_173405
2026-07-17 00:00:00+00:00,10.267992266319444,0.2,0.3306605232894312,BTC,20260706_173405
2026-07-17 00:00:00+00:00,10.267992266319444,0.3,0.33347442005793637,BTC,20260706_173405
2026-07-17 00:00:00+00:00,10.267992266319444,0.5,0.35086270553035465,BTC,20260706_173405
2026-07-17 00:00:00+00:00,10.267992266319444,0.7,0.3824198906700678,BTC,20260706_173405
2026-07-17 00:00:00+00:00,10.267992266319444,0.8,0.4090737593851536,BTC,20260706_173405
2026-07-17 00:00:00+00:00,10.267992266319444,0.9,0.45645935271164084,BTC,20260706_173405
2026-07-24 00:00:00+00:00,17.267992266319446,0.1,0.3338854945670193,BTC,20260706_173405
2026-07-24 00:00:00+00:00,17.267992266319446,0.2,0.3271140555504782,BTC,20260706_173405
2026-07-24 00:00:00+00:00,17.267992266319446,0.3,0.3320711754914947,BTC,20260706_173405
2026-07-24 00:00:00+00:00,17.267992266319446,0.5,0.3496408744392342,BTC,20260706_173405
2026-07-24 00:00:00+00:00,17.267992266319446,0.7,0.381684036736503,BTC,20260706_173405
2026-07-24 00:00:00+00:00,17.267992266319446,0.8,0.4079871446867152,BTC,20260706_173405
2026-07-24 00:00:00+00:00,17.267992266319446,0.9,0.45475220119927,BTC,20260706_173405
2026-07-31 00:00:00+00:00,24.267992266319446,0.1,0.33198617416939413,BTC,20260706_173405
2026-07-31 00:00:00+00:00,24.267992266319446,0.2,0.3287580644735783,BTC,20260706_173405
2026-07-31 00:00:00+00:00,24.267992266319446,0.3,0.334810623716588,BTC,20260706_173405
2026-07-31 00:00:00+00:00,24.267992266319446,0.5,0.35328230300490127,BTC,20260706_173405
2026-07-31 00:00:00+00:00,24.267992266319446,0.7,0.38580027934839606,BTC,20260706_173405
2026-07-31 00:00:00+00:00,24.267992266319446,0.8,0.4122963601606019,BTC,20260706_173405
2026-07-31 00:00:00+00:00,24.267992266319446,0.9,0.46307548125112524,BTC,20260706_173405
2026-08-28 00:00:00+00:00,52.26799226631944,0.1,0.3474968582057124,BTC,20260706_173405
2026-08-28 00:00:00+00:00,52.26799226631944,0.2,0.3467,BTC,20260706_173405
2026-08-28 00:00:00+00:00,52.26799226631944,0.3,0.351354757225834,BTC,20260706_173405
2026-08-28 00:00:00+00:00,52.26799226631944,0.5,0.3703132031099805,BTC,20260706_173405
2026-08-28 00:00:00+00:00,52.26799226631944,0.7,0.40226740707154834,BTC,20260706_173405
2026-08-28 00:00:00+00:00,52.26799226631944,0.8,0.428884642610675,BTC,20260706_173405
2026-08-28 00:00:00+00:00,52.26799226631944,0.9,0.4848116864471457,BTC,20260706_173405
2026-09-25 00:00:00+00:00,80.26799226631944,0.1,0.36196988380395756,BTC,20260706_173405
2026-09-25 00:00:00+00:00,80.26799226631944,0.2,0.36090000000000005,BTC,20260706_173405
2026-09-25 00:00:00+00:00,80.26799226631944,0.3,0.36430176670117487,BTC,20260706_173405
2026-09-25 00:00:00+00:00,80.26799226631944,0.5,0.3831940273022145,BTC,20260706_173405
2026-09-25 00:00:00+00:00,80.26799226631944,0.7,0.41567675339362414,BTC,20260706_173405
2026-09-25 00:00:00+00:00,80.26799226631944,0.8,0.444119473268635,BTC,20260706_173405
2026-09-25 00:00:00+00:00,80.26799226631944,0.9,0.5081941631471564,BTC,20260706_173405
2026-12-25 00:00:00+00:00,171.26799226631945,0.1,0.3998207289454033,BTC,20260706_173405
2026-12-25 00:00:00+00:00,171.26799226631945,0.2,0.3975863712920663,BTC,20260706_173405
2026-12-25 00:00:00+00:00,171.26799226631945,0.3,0.4000904386671509,BTC,20260706_173405
2026-12-25 00:00:00+00:00,171.26799226631945,0.5,0.41378730321629986,BTC,20260706_173405
2026-12-25 00:00:00+00:00,171.26799226631945,0.7,0.44482523123848644,BTC,20260706_173405
2026-12-25 00:00:00+00:00,171.26799226631945,0.8,0.4740973317579242,BTC,20260706_173405
2026-12-25 00:00:00+00:00,171.26799226631945,0.9,0.5451988016693952,BTC,20260706_173405
2027-03-26 00:00:00+00:00,262.2679922663194,0.1,0.4125769083382795,BTC,20260706_173405
2027-03-26 00:00:00+00:00,262.2679922663194,0.2,0.4102326467753191,BTC,20260706_173405
2027-03-26 00:00:00+00:00,262.2679922663194,0.3,0.4129428444214081,BTC,20260706_173405
2027-03-26 00:00:00+00:00,262.2679922663194,0.5,0.4266531801972661,BTC,20260706_173405
2027-03-26 00:00:00+00:00,262.2679922663194,0.7,0.455918106911738,BTC,20260706_173405
2027-03-26 00:00:00+00:00,262.2679922663194,0.8,0.4851156365258771,BTC,20260706_173405
2027-03-26 00:00:00+00:00,262.2679922663194,0.9,0.5511266103906527,BTC,20260706_173405
2027-06-25 00:00:00+00:00,353.2679922663194,0.1,0.41855631917243474,BTC,20260706_173405
2027-06-25 00:00:00+00:00,353.2679922663194,0.2,0.41638671237407726,BTC,20260706_173405
2027-06-25 00:00:00+00:00,353.2679922663194,0.3,0.4186665424132595,BTC,20260706_173405
2027-06-25 00:00:00+00:00,353.2679922663194,0.5,0.4329913600250189,BTC,20260706_173405
2027-06-25 00:00:00+00:00,353.2679922663194,0.7,0.4626976974014704,BTC,20260706_173405
2027-06-25 00:00:00+00:00,353.2679922663194,0.8,0.49170494010850935,BTC,20260706_173405
2027-06-25 00:00:00+00:00,353.2679922663194,0.9,0.5609579951221202,BTC,20260706_173405
